port	total_count	req_count
wget	440	440
git	364	364
ffmpeg	349	349
cmake	292	292
coreutils	281	281
ImageMagick	255	255
htop	252	252
yt-dlp	252	252
nmap	249	249
bash	244	244
curl	226	226
jq	212	212
rsync	205	205
autoconf	199	199
automake	197	197
gawk	185	185
tree	182	182
go	175	175
unrar	171	171
pkgconfig	168	168
tmux	166	166
inetutils	164	164
gnupg2	162	162
exiftool	157	157
pandoc	156	156
grep	154	154
openssh	153	153
gsed	152	152
p7zip	147	147
xorg-server	145	145
gmake	141	141
findutils	141	141
rlwrap	139	139
dos2unix	136	136
graphviz	129	129
vim	128	128
cargo	126	126
bash-completion	126	126
ghostscript	124	124
aspell-dict-en	119	119
openssl	119	119
ripgrep	118	118
gh	118	118
smartmontools	117	117
ninja	116	116
rust	113	113
lynx	111	111
glib2	111	111
emacs	110	110
bison	110	110
poppler	109	109
gnutar	107	107
perl5	106	106
watch	105	105
python312	104	104
iperf3	104	104
gnuplot	104	104
sqlite3-tcl	104	104
fzf	102	102
aspell	101	101
python313	101	101
texlive	101	101
python311	100	100
zsh	99	99
subversion	93	93
meson	92	92
tk	90	90
py-pip	90	90
texlive-latex-extra	90	90
cctools	90	90
mc	90	90
port_cutleaves	89	89
emacs-app	89	89
sqlite3	88	88
py312-pip	88	88
py313-pip	86	86
youtube-dl	86	86
mtr	86	86
libtool	85	85
gzip	83	83
qemu	83	83
OpenBLAS	82	82
nano	82	82
texinfo	82	82
neofetch	81	81
fd	81	81
tesseract-eng	79	79
lzip	79	79
libsdl2	79	79
nasm	78	78
pstree	77	77
neovim	77	77
python310	77	77
openssl3	76	76
ccache	76	76
py311-pip	75	75
bat	75	75
boost	74	74
pwgen	74	74
texlive-fonts-extra	74	74
